year,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CNRM-CM6-1,CanESM5,E3SM-2-0,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
1970,,,,0.10627386003580791,,,0.2638121578310261,,,0.3620533316702065,,,,,
1971,,,,-0.6604357656053509,,,0.6635809462111915,,,0.18308270017670755,,,,,
1972,,,,-0.0175528061049373,,,0.31016031731556937,,,0.5965410140445586,,,,,
1973,,,,-0.2396407912883377,,,-0.6066575060181988,,,0.6130954232891946,,,,,
1974,,,,0.18825834480897086,,,0.781704033169438,,,0.06804370875302668,,,,,
1975,,,,-0.4557978628145909,,,0.12197062764854577,-0.4492523886271899,,0.6235269074296799,,,,,
1976,-0.2932377810155134,0.21622831959458022,0.05006049749349686,-0.367608170488683,0.5972573085130134,0.6507022129039286,-0.05762802267551772,0.40200198070020365,0.376326682978129,1.0611489037779314,1.1441817826093619,0.15208884992743976,-0.032935859255817955,1.2216243751758629,0.7621858064197131
1977,0.7398023349741291,0.15990159888764827,0.5920718749008937,-0.5918395471263398,0.07856158881921407,0.5274418223725887,0.4143026586298189,0.19748523672706786,0.3022962433060898,1.5064634073096252,0.14015697440120717,0.12180238176783484,0.055168645550902826,0.18258530807780649,0.27059146765963493
1978,0.2754700902788121,0.8970254621987337,0.6402847106711317,0.047275011889730566,-0.1136594024741075,0.9863818391423362,0.3244888659894407,0.04333469023583991,0.273798461256622,0.40901204606062846,-0.6150224864230143,-0.052054970850484016,1.1130089200341022,0.5731437853088703,0.9211226397629119
1979,0.36904354475670464,0.5825116630509563,-0.20220553965909585,0.4350752715493374,-0.3174335065867196,0.8091624966434827,0.051085015562330575,0.03832462571861382,0.5008811388830109,1.075360803800288,-0.03477307765439044,0.20135454846142792,-0.3608173236368584,0.23808792228869466,0.16149222523665827
1980,0.711403653693275,0.7779001843087541,-0.19108994045520578,1.3127218198535422,0.17543763634938053,0.8038673792699411,0.021515900842839608,-0.25838198613098395,0.06086236072376474,1.4030108421968783,0.6627774862401025,0.612274676751864,-0.11453811834408412,0.4530107582999242,0.1622225445648565
1981,0.6178435854661364,0.2971192787214407,0.2833274149630066,0.31198068833792564,0.3312243920983553,0.030838583052401912,0.5060450484329453,0.5087592026934152,-0.6796389830963081,0.8405198168960656,0.530087442742313,-0.7336922404084184,-0.5047798133829194,-0.16534802347160243,1.1201899262066184
1982,0.12022877385135787,0.5667322042208525,-0.1401299331302452,0.8237760074097962,0.5135951720826781,0.38139386264927944,0.6053418234659499,0.34863038890666387,0.4030269863013592,0.8181526433586631,-0.0035983649643269076,0.14516672995081203,0.06118500771333317,0.6179451041819868,0.44218179301422444
1983,0.6021130209338852,-0.13128932035628432,0.9447450137684967,0.18340032808337584,-0.40057433910490364,0.7673852748479028,-0.17360389846890778,0.4481763388333617,-0.10976335682898858,0.935237296106444,0.07453107633415051,-0.15647586997102816,0.4165115238223221,-0.08571194019465254,0.13898235551905258
1984,0.19654197045014365,-0.05672795848247148,-0.22144531289311323,-0.20245451775687107,0.3818622024044098,0.7969214752026343,0.09357758933779844,-0.4860337633638184,0.7225045770721924,1.0520826993947632,-0.23066512083905832,0.5797248346695749,0.2498931146797004,0.8076190585836079,0.7860137707792308
1985,0.30801352996303677,0.9085791944644068,0.1031152975519385,0.402351134366297,-0.14857916985773242,0.6243072044920794,0.14275656685434707,0.07207961172957424,0.37815896688158285,1.4201971251733179,0.45375508513935886,-0.4599888251865255,-0.33978125607097825,0.36588020826450596,0.36667047198412095
1986,-0.18691567665193914,0.1780089624698765,-0.5439459632836026,0.5885324117029098,0.12207179132320903,1.0724037876333865,-0.43316726830085805,-0.7904906775432679,1.0156516935133955,1.0396248500857175,-0.29837418979705455,0.14407594180646585,0.5990079763648938,0.6551239655413456,0.9679431436148077
1987,0.03108266740039653,-0.17621061453138695,-0.13350244160649136,-0.41956822178573216,-0.1783128781895362,0.7486100581628262,-0.7219269171796342,-0.12003713394647801,0.5427155799711253,1.085015007119988,0.38174491495518204,-0.21846836263439906,-0.7202599436447695,0.5212966278056297,0.4457611966237165
1988,-0.17396505424608186,0.7439386471413032,-0.5869043697579661,0.058305336122400055,-0.09602063947095871,0.9707140560969572,-0.14395853314260504,-0.3427145478295725,-0.10530789549393732,1.0936835686282258,0.050103199466905966,-0.26009680359283477,0.14032133309020053,-0.28661636872970225,0.5591587550714664
1989,0.1695194556909099,0.5074894336919811,0.5501447648949095,-0.37940515484111376,-0.41604473030338224,0.4707996992120822,0.9189873106004476,-0.20840612520083102,0.14772277335000678,0.7453273170006732,0.028008453104116003,-0.10839455606870779,0.00016345735675914026,0.9065634429669613,-0.03786725040610701
1990,0.46889168475907556,0.6646215953122616,-0.3165035402850491,1.099325420507961,-0.11882193832192921,1.560807762462523,0.25930867145190895,-0.2592888300507202,1.1853706149403804,0.4897805986530588,-0.39136814304103523,0.531676396273538,0.7516345139645544,0.7373435741476985,-0.28026303541181
1991,0.9935696102706827,-0.050646577105074475,0.5165622125049111,0.46392832354833397,-0.5840770034289406,1.0449338196022748,-0.9166180385630134,0.8697461782696885,0.1175417286338723,1.062606263942563,-0.10390381262754773,0.23067914957617838,-0.4772646694644997,0.3586735217305817,0.8235132302593914
1992,0.9421638319832538,0.44928784055207094,0.2653761910861238,0.22285977522634715,-0.44267752999278687,0.9940259228156391,0.6223847106594433,-0.11801666476984853,0.04214131184210823,1.2857014953941948,-0.059219967808103784,0.6322626608068191,0.06431925390295959,0.34050993878652197,0.13460664840101758
1993,0.5344715489665306,0.0961723804508424,-0.07918678012882817,-0.3672550909871363,0.03192125182471018,1.125349969263218,-0.5828515406762689,-0.5781207803694811,0.7133446683120611,0.9915723106580281,0.4279105334810033,0.08544227248050944,0.16954583535691312,0.12365120040909637,-0.3251080347306199
1994,0.7288491611268139,1.5817803869300684,0.19361141628669437,0.33225029303286674,-0.47873013663560454,0.9908860726329343,0.8531693885516234,0.4607063629644877,0.3118245913500541,0.5162724964643306,0.5399286409076058,0.6493496639903327,1.051441707128893,0.0160893627007708,1.0818490842970565
1995,0.20055384570252566,-0.4977771424886842,0.421910565139255,0.509753021041559,0.17201605269094422,0.8316748611237074,-0.6225370509381408,-0.15900944627388633,0.44137721147378606,0.3222580729877431,-0.6238826526954725,0.47458110524881203,0.22600830105152672,0.8903399157744133,-0.8554601771290293
1996,-0.06434102918530188,0.4226807354434698,0.33826665861473854,-0.22193547018029877,-0.22153046571592414,1.4434035279219875,-0.14571910209740668,-0.15192023558375625,0.6175104445164427,0.9467994221378471,0.2360856020906518,0.4939843266603503,-0.6238370084234792,-0.1768713953126312,-0.04871993097140362
1997,0.43555322882309805,0.5878936321470102,0.41287481306165214,-0.862218828636365,0.24913551530326647,0.887701660592869,0.30721275779904206,0.26263141725118444,0.1576347249991836,1.2141274196962752,-0.5651540081019844,-0.26399286212585193,-0.49858716643111844,-0.23949015118218203,-0.22562323013030516
1998,0.7141000045579147,0.127210995221114,0.47483293202102417,-0.09184142857458825,0.073898635516265,0.8394068047071697,0.32980734664327044,-0.47305885140344267,-0.13268080382740186,0.6272780559598353,0.09290734004232022,0.8461878369978545,0.09688853462168245,-0.6944063179614004,0.5386091692559282
1999,0.4891580109551669,0.38667004184341713,0.47740387769116016,0.9322151817319039,0.5864456866681181,0.8002153695918119,0.30927578516985965,0.3983500480264844,0.5263105174488607,0.6446643515943147,0.25685858540626816,0.31327190131058974,-0.19579919529218776,-0.49919162210985685,0.2896545370138653
2000,0.8850899812156192,0.27488230665695723,0.36830384799919885,0.16071713817949893,-0.7644759644952455,0.5565545114522026,0.24105300097384016,-0.36039768821787616,-0.17330020369914717,0.9718540093101908,0.38824377098527424,0.27238790189090584,0.016049219468474943,0.9917077758191091,-0.15301252564149445
2001,0.41986942423550244,0.21049923844803844,0.11504197282485124,0.31080452543838116,-0.22686457487780906,0.9736622110657899,0.2769776096640572,0.09164718248361443,-0.032377722047846995,0.9361456776605408,0.39436060744560986,-0.20350433609994853,0.3243810399100837,0.7649213471091961,0.6869619957628982
2002,0.6631244904035131,0.8967569737106869,1.0366885176184368,0.1307758633296123,-0.200087291550943,0.5690943015952923,-0.3020886025524663,0.20980236979834246,0.4925529556902754,0.2655693688453467,-0.17680494811864214,0.37406679158013256,-0.19548550295205808,-0.043515665893536844,-0.40027160538760836
2003,0.6704968173864335,0.7567673198954276,0.11141041180119089,-0.3499101927186724,-0.3414387767304597,0.5373617413486386,0.7645947247042572,-0.49926913082916147,0.8393841966366757,0.835382699810336,0.10790929510372185,0.5433543837464634,-0.3228651279880902,0.14788103440704406,0.128867755139621
2004,0.5326795723854424,-0.04032000464695874,-0.41749559874290953,-0.819866388219845,-0.420193569801891,0.39523895101690226,0.5705938044181428,0.21237296889696092,0.2802633899714393,0.900910159187512,0.27652568487492496,0.7237874271341184,-0.07995060867032083,0.8990936131154278,0.4880651268103086
2005,0.6229272784592634,0.420838404817093,-0.5179155731994385,0.09893710841707719,-0.31229106896489756,0.7963712250975169,0.4323347495772504,-0.020691776485754158,1.0243291060805562,1.4128752521121075,-0.057384641743669515,0.625546585474708,0.3678639297778891,0.73422623634625,1.0126091608606578
2006,0.5753703721402335,-0.07691145267237456,0.07875928378155513,-0.547482545203034,-0.6915420443987103,0.9808469684455169,0.04348806423227546,-0.5733715285772341,0.18075790405033218,0.18809655913459952,-0.19939748206530697,0.1961536080739808,-0.6632178208631861,0.7693986622522312,-0.0006996829305644226
2007,0.9219404265388159,0.8321865060979624,0.2016138222187083,-0.7490570789964812,0.5552712837168321,0.8311895841667519,-0.8142285295870024,-0.4315253946660588,0.2955620252625135,0.8613350538669614,0.722155551026174,-0.29355111724435545,0.20537017062528806,0.952135753775588,1.2715613766318734
2008,0.48915536781207514,-0.0644075987963544,0.06089323650566557,0.49436331381902887,0.30210567207457556,0.9281750238161843,0.07463659327156502,-0.2868471854292884,0.4245348797278289,0.9074494320739416,-0.2520329708455592,-0.42288222546118975,-0.3815573067625351,0.028400852672442457,0.9253568531411476
2009,0.5448088315537702,0.13499821916098742,0.5010612479840516,0.743868853961829,-0.6154094861046165,0.8001402538738809,1.0113213524542208,0.409304150757425,-0.004590670508787686,1.0049536180019054,-0.1076265782637523,0.3716284896121684,0.16286344979988834,-0.27837288576329383,-0.39231215243666534
2010,0.8504606019619465,0.6740382355767677,0.8126840269287591,0.2715669976830094,-0.10831526598191417,1.1862847607014642,-0.2987697193776525,-0.05033709433358075,0.5253362828764332,0.7317808738765457,0.11999365550752639,-0.14903066743222068,0.19326708631193168,0.14066882067779787,0.4291340491453355
2011,0.5262859799959587,0.4237689955744961,0.6995639495517612,-0.5230085844199944,-0.09966899487568555,0.4956368265987096,0.42478162116561474,-0.8297999657667281,-0.0031219087704669707,0.8046935040578271,0.6506169701758283,-0.26525476591030284,0.14943034478012343,0.8063939930141962,0.2909559154199093
2012,0.26020802652880054,-0.1967020654715177,0.29819072492332904,-0.13838505755485092,0.4774504608031429,1.0194358181846475,-0.7514699871344077,-0.061635893031197576,0.36516249294106523,0.9197811122284024,0.11714370549147074,0.6889965024951756,-0.006151649998024805,0.973186220317128,-0.2653296251896734
2013,0.165520562841623,-0.2055255978858488,0.15264149864076507,-0.11671507898451813,-0.19108786105597156,1.113850753007571,-0.27522083240624623,-0.2303727335627642,0.3938943820151616,1.0003294038955797,0.04897375628010711,-0.08896291341915098,0.920095842270686,1.2771024956678483,0.6174928281998353
2014,0.9079769988480098,-0.03048352732248131,0.25099802025533,,-0.5210428689790493,0.39977882388088304,,0.31995059678031595,-0.4510363480320586,,0.6344339293953272,-0.1340133913435427,0.2018606186111005,0.23788174950224641,-0.1523242162857089
2015,0.1710103786298313,-0.08346088329561606,-0.8876226593920586,,-0.05652034124024281,0.7740827358281805,,0.4949472316111342,-0.3981196193226074,,-0.28358346552981795,-0.3395052344442369,-0.7491626704504718,0.3724427662029556,0.6374943160979595
2016,0.04328334438277268,-0.2313629849034821,0.5112205574675461,,-0.0484315560528778,1.4691647966812944,,0.42735703158522764,-0.18945524637302252,,-0.4698916035062694,-0.01641173217893742,0.301079920781593,0.30031028485720046,0.20709933219531224
2017,0.7562524766465918,0.32260062844129106,0.3025313325149712,,-0.07699307952487754,1.2941263991097023,,0.22084585907838067,-0.1308332965633146,,0.5618784541197521,0.01454065769458047,0.19600203525288623,0.3391727179061839,0.1570445493933422
2018,0.842568368278749,0.049381219410164975,0.7454378125952198,,0.32135098249850846,0.8133180673964255,,-0.015609504085506288,0.11696433093855178,,0.039906155488511404,0.7906272124988264,-0.36964684720029556,0.19523464908580213,0.31598497721296687
2019,0.6412444255122614,0.6493915328418649,-0.1396843446271963,,-0.3246016358052642,1.250990293388849,,,0.7392897282892033,,-0.021866795314620758,-0.09968301602275552,-0.04807406580188419,-0.0653386253611844,0.26876842248180155
